REGION,TIMESLICE,FUEL,YEAR,VALUE
"REGION1","S04B3","SEE2",2053,8.3925215035
"REGION1","S04B3","SEE2",2054,8.426102093
"REGION1","S04B3","SEE2",2055,8.4597938305
"REGION1","S04B3","SEE2",2056,8.485177255
"REGION1","S04B3","SEE2",2057,8.510630147
"REGION1","S04B3","SEE2",2058,8.5361664
"REGION1","S04B3","SEE2",2059,8.5617721205
"REGION1","S04B3","SEE2",2060,8.587461202
"REGION1","S05B1","SEE2",2015,12.4168493927
"REGION1","S05B1","SEE2",2016,12.5394100131
"REGION1","S05B1","SEE2",2017,12.6619973468
"REGION1","S05B1","SEE2",2018,12.7845846805
"REGION1","S05B1","SEE2",2019,12.9071453009
"REGION1","S05B1","SEE2",2020,13.0297326346
"REGION1","S05B1","SEE2",2021,13.1069073583
"REGION1","S05B1","SEE2",2022,13.184082082
"REGION1","S05B1","SEE2",2023,13.2612568057
"REGION1","S05B1","SEE2",2024,13.3384315294
"REGION1","S05B1","SEE2",2025,13.4156062531
"REGION1","S05B1","SEE2",2026,13.5066451795
"REGION1","S05B1","SEE2",2027,13.5976841059
"REGION1","S05B1","SEE2",2028,13.6887230323
"REGION1","S05B1","SEE2",2029,13.7797619587
"REGION1","S05B1","SEE2",2030,13.8708008851
"REGION1","S05B1","SEE2",2031,13.9455179852
"REGION1","S05B1","SEE2",2032,14.0202350853
"REGION1","S05B1","SEE2",2033,14.0949254721
"REGION1","S05B1","SEE2",2034,14.1696425722
"REGION1","S05B1","SEE2",2035,14.2443596723
"REGION1","S05B1","SEE2",2036,14.3309107643
"REGION1","S05B1","SEE2",2037,14.4174885696
"REGION1","S05B1","SEE2",2038,14.5040663749
"REGION1","S05B1","SEE2",2039,14.5906174669
"REGION1","S05B1","SEE2",2040,14.6771952722
"REGION1","S05B1","SEE2",2041,14.8114028914
"REGION1","S05B1","SEE2",2042,14.9456105106
"REGION1","S05B1","SEE2",2043,15.0798181298
"REGION1","S05B1","SEE2",2044,15.214025749
"REGION1","S05B1","SEE2",2045,15.3482600815
"REGION1","S05B1","SEE2",2046,15.4674815394
"REGION1","S05B1","SEE2",2047,15.5867029973
"REGION1","S05B1","SEE2",2048,15.7059244552
"REGION1","S05B1","SEE2",2049,15.8251459131
"REGION1","S05B1","SEE2",2050,15.944367371
"REGION1","S05B1","SEE2",2051,16.0081587314
"REGION1","S05B1","SEE2",2052,16.0721905115
"REGION1","S05B1","SEE2",2053,16.1364627113
"REGION1","S05B1","SEE2",2054,16.2010287574
"REGION1","S05B1","SEE2",2055,16.2658085099
"REGION1","S05B1","SEE2",2056,16.314613709
"REGION1","S05B1","SEE2",2057,16.3635524746
"REGION1","S05B1","SEE2",2058,16.41265152
"REGION1","S05B1","SEE2",2059,16.4618841319
"REGION1","S05B1","SEE2",2060,16.5112770236
"REGION1","S05B2","SEE2",2015,39.0785418594
"REGION1","S05B2","SEE2",2016,39.4642669482
"REGION1","S05B2","SEE2",2017,39.8500761096
"REGION1","S05B2","SEE2",2018,40.235885271
"REGION1","S05B2","SEE2",2019,40.6216103598
"REGION1","S05B2","SEE2",2020,41.0074195212
"REGION1","S05B2","SEE2",2021,41.2503052626
"REGION1","S05B2","SEE2",2022,41.493191004
"REGION1","S05B2","SEE2",2023,41.7360767454
"REGION1","S05B2","SEE2",2024,41.9789624868
"REGION1","S05B2","SEE2",2025,42.2218482282
"REGION1","S05B2","SEE2",2026,42.508367649
"REGION1","S05B2","SEE2",2027,42.7948870698
"REGION1","S05B2","SEE2",2028,43.0814064906
"REGION1","S05B2","SEE2",2029,43.3679259114
"REGION1","S05B2","SEE2",2030,43.6544453322
"REGION1","S05B2","SEE2",2031,43.8895963944
"REGION1","S05B2","SEE2",2032,44.1247474566
"REGION1","S05B2","SEE2",2033,44.3598144462
"REGION1","S05B2","SEE2",2034,44.5949655084
"REGION1","S05B2","SEE2",2035,44.8301165706
"REGION1","S05B2","SEE2",2036,45.1025117946
"REGION1","S05B2","SEE2",2037,45.3749910912
"REGION1","S05B2","SEE2",2038,45.6474703878
"REGION1","S05B2","SEE2",2039,45.9198656118
"REGION1","S05B2","SEE2",2040,46.1923449084
"REGION1","S05B2","SEE2",2041,46.6147256508
"REGION1","S05B2","SEE2",2042,47.0371063932
"REGION1","S05B2","SEE2",2043,47.4594871356
"REGION1","S05B2","SEE2",2044,47.881867878
"REGION1","S05B2","SEE2",2045,48.304332693
"REGION1","S05B2","SEE2",2046,48.6795487068
"REGION1","S05B2","SEE2",2047,49.0547647206
"REGION1","S05B2","SEE2",2048,49.4299807344
"REGION1","S05B2","SEE2",2049,49.8051967482
"REGION1","S05B2","SEE2",2050,50.180412762
"REGION1","S05B2","SEE2",2051,50.3811781308
"REGION1","S05B2","SEE2",2052,50.582700153
"REGION1","S05B2","SEE2",2053,50.7849788286
"REGION1","S05B2","SEE2",2054,50.9881823028
"REGION1","S05B2","SEE2",2055,51.1920583578
"REGION1","S05B2","SEE2",2056,51.345658998
"REGION1","S05B2","SEE2",2057,51.4996800012
"REGION1","S05B2","SEE2",2058,51.65420544
"REGION1","S05B2","SEE2",2059,51.8091512418
"REGION1","S05B2","SEE2",2060,51.9646014792
"REGION1","S05B3","SEE2",2015,6.9237114145
"REGION1","S05B3","SEE2",2016,6.9920519685
"REGION1","S05B3","SEE2",2017,7.060407418
"REGION1","S05B3","SEE2",2018,7.1287628675
"REGION1","S05B3","SEE2",2019,7.1971034215
"REGION1","S05B3","SEE2",2020,7.265458871
"REGION1","S05B3","SEE2",2021,7.3084919705
"REGION1","S05B3","SEE2",2022,7.35152507
"REGION1","S05B3","SEE2",2023,7.3945581695
"REGION1","S05B3","SEE2",2024,7.437591269
"REGION1","S05B3","SEE2",2025,7.4806243685
"REGION1","S05B3","SEE2",2026,7.5313882325
"REGION1","S05B3","SEE2",2027,7.5821520965
"REGION1","S05B3","SEE2",2028,7.6329159605
"REGION1","S05B3","SEE2",2029,7.6836798245
"REGION1","S05B3","SEE2",2030,7.7344436885
"REGION1","S05B3","SEE2",2031,7.776106402
"REGION1","S05B3","SEE2",2032,7.8177691155
"REGION1","S05B3","SEE2",2033,7.8594169335
"REGION1","S05B3","SEE2",2034,7.901079647
"REGION1","S05B3","SEE2",2035,7.9427423605
"REGION1","S05B3","SEE2",2036,7.9910037805
"REGION1","S05B3","SEE2",2037,8.039280096
"REGION1","S05B3","SEE2",2038,8.0875564115
"REGION1","S05B3","SEE2",2039,8.1358178315
"REGION1","S05B3","SEE2",2040,8.184094147
"REGION1","S05B3","SEE2",2041,8.258929139
"REGION1","S05B3","SEE2",2042,8.333764131
"REGION1","S05B3","SEE2",2043,8.408599123
"REGION1","S05B3","SEE2",2044,8.483434115
"REGION1","S05B3","SEE2",2045,8.5582840025
"REGION1","S05B3","SEE2",2046,8.624762619
"REGION1","S05B3","SEE2",2047,8.6912412355
"REGION1","S05B3","SEE2",2048,8.757719852
"REGION1","S05B3","SEE2",2049,8.8241984685
"REGION1","S05B3","SEE2",2050,8.890677085
"REGION1","S05B3","SEE2",2051,8.926247539
"REGION1","S05B3","SEE2",2052,8.9619520525
"REGION1","S05B3","SEE2",2053,8.9977906255
"REGION1","S05B3","SEE2",2054,9.033793049
"REGION1","S05B3","SEE2",2055,9.0699146365
"REGION1","S05B3","SEE2",2056,9.097128715
"REGION1","S05B3","SEE2",2057,9.124417271
"REGION1","S05B3","SEE2",2058,9.1517952
"REGION1","S05B3","SEE2",2059,9.1792476065
"REGION1","S05B3","SEE2",2060,9.206789386
